0.0107,1,60.000000,60.000000,60.000000
0.0167,1,60.008160,60.004140,60.004140
0.0192,1,60.008160,60.006430,60.006430
0.0212,1,60.008160,60.007450,60.007450
0.0236,1,60.024490,60.008420,60.008420
0.0259,1,60.024490,60.010320,60.010320
0.0283,1,60.024490,60.012230,60.012230
0.0306,1,60.024490,60.014160,60.014160
0.0329,1,60.024490,60.016050,60.016050
0.0351,1,60.024490,60.017910,60.017910
0.0371,1,60.024490,60.019740,60.019740
0.0393,1,60.024490,60.021380,60.021380
0.0413,1,60.024490,60.023180,60.023180
0.0431,1,60.048980,60.024940,60.024940
0.0452,1,60.048980,60.027180,60.027180
0.0472,1,60.048980,60.029750,60.029750
0.0491,1,60.048980,60.032240,60.032240
0.0507,1,60.048980,60.034470,60.034470
0.0526,1,60.048980,60.036450,60.036450
0.0547,1,60.048980,60.038740,60.038740
0.0567,1,60.048980,60.041430,60.041430
0.0583,1,60.048980,60.043820,60.043820
0.0597,1,60.048980,60.045680,60.045680
0.0615,1,60.048980,60.047560,60.047560
0.0635,1,60.081630,60.049780,60.049780
0.0651,1,60.081630,60.053150,60.053150
0.0663,1,60.081630,60.055660,60.055660
0.0677,1,60.081630,60.057710,60.057710
0.0694,1,60.081630,60.060040,60.060040
0.0720,1,60.081630,60.062780,60.062780
0.0740,1,60.081630,60.066990,60.066990
0.0757,1,60.081630,60.070240,60.070240
0.0772,1,60.081630,60.073160,60.073160
0.0787,1,60.081630,60.075450,60.075450
0.0809,1,60.081630,60.077940,60.077940
0.0825,1,60.081630,60.081540,60.081540
0.0840,1,60.122450,60.084690,60.084690
0.0853,1,60.122450,60.087820,60.087820
0.0875,1,60.122450,60.090560,60.090560
0.0893,1,60.122450,60.094990,60.094990
0.0911,1,60.122450,60.098710,60.098710
0.0928,1,60.122450,60.102420,60.102420
0.0943,1,60.122450,60.105770,60.105770
0.0962,1,60.122450,60.108870,60.108870
0.0982,1,60.122450,60.112850,60.112850
0.1000,1,60.122450,60.116890,60.116890
0.1015,1,60.122450,60.120500,60.120500
0.1030,1,60.171430,60.123810,60.123810
0.1047,1,60.171430,60.127390,60.127390
0.1064,1,60.171430,60.131700,60.131700
0.1080,1,60.171430,60.135830,60.135830
0.1094,1,60.171430,60.139610,60.139610
0.1107,1,60.171430,60.143070,60.143070
0.1125,1,60.171430,60.146240,60.146240
0.1146,1,60.171430,60.150660,60.150660
0.1162,1,60.171430,60.155810,60.155810
0.1177,1,60.171430,60.159820,60.159820
0.1190,1,60.171430,60.163390,60.163390
0.1208,1,60.171430,60.166650,60.166650
0.1228,1,60.171430,60.171100,60.171100
0.1242,1,60.228580,60.176600,60.176600
0.1255,1,60.228580,60.180560,60.180560
0.1271,1,60.228580,60.184360,60.184360
0.1287,1,60.228580,60.189060,60.189060
0.1308,1,60.228580,60.193640,60.193640
0.1324,1,60.228580,60.199810,60.199810
