0.0121,20.000000,0.000000
0.0180,20.008160,0.000000
0.0210,20.008160,0.000000
0.0231,20.008160,0.000000
0.0249,20.008160,0.000000
0.0271,20.008160,0.000000
0.0290,20.008160,0.000000
0.0308,20.008160,0.000000
0.0324,20.008160,0.000000
0.0353,20.024490,0.000000
0.0378,20.024490,0.000000
0.0397,20.024490,0.000000
0.0418,20.024490,0.000000
0.0438,20.024490,0.000000
0.0460,20.024490,0.000000
0.0479,20.024490,0.000000
0.0505,20.024490,0.000000
0.0526,20.024490,0.000000
0.0545,20.048980,0.000000
0.0564,20.048980,0.000000
0.0586,20.048980,0.000000
0.0607,20.048980,0.000000
0.0626,20.048980,0.000000
0.0642,20.048980,0.000000
0.0657,20.048980,0.000000
0.0678,20.048980,0.000000
0.0700,20.048980,0.000000
0.0722,20.048980,0.000000
0.0741,20.081630,0.000000
0.0755,20.081630,0.000000
0.0771,20.081630,0.000000
0.0793,20.081630,0.000000
0.0810,20.081630,0.000000
0.0824,20.081630,0.000000
0.0838,20.081630,0.000000
0.0856,20.081630,0.000000
0.0875,20.081630,0.000000
0.0893,20.081630,0.000000
0.0912,20.081630,0.000000
0.0931,20.122450,0.000000
0.0949,20.122450,0.000000
0.0966,20.122450,0.000000
0.0981,20.122450,0.000000
0.1001,20.122450,0.000000
0.1027,20.122450,0.000000
0.1046,20.122450,0.000000
0.1062,20.122450,0.000000
0.1078,20.122450,0.000000
0.1097,20.122450,0.000000
0.1117,20.122450,0.000000
0.1134,20.171430,0.000000
0.1149,20.171430,0.000000
0.1162,20.171430,0.000000
0.1182,20.171430,0.000000
0.1205,20.171430,0.000000
0.1224,20.171430,0.000000
0.1238,20.171430,0.000000
0.1254,20.171430,0.000000
0.1271,20.171430,0.000000
0.1292,20.171430,0.000000
0.1311,20.171430,0.000000
0.1329,20.228570,0.000000
0.1345,20.228570,0.000000
0.1365,20.228570,0.000000
0.1385,20.228570,0.000000
0.1432,20.228570,0.000000
0.1451,20.228570,0.000000
0.1470,20.228570,0.000000
0.1486,20.228570,0.000000
0.1503,20.228570,0.000000
0.1518,20.228570,0.000000
0.1538,20.293880,0.000000
0.1553,20.293880,0.000000
0.1572,20.293880,0.000000
0.1587,20.293880,0.000000
0.1604,20.293880,0.000000
0.1619,20.293880,0.000000
0.1632,20.293880,0.000000
0.1644,20.293880,0.000000
0.1659,20.293880,0.000000
0.1676,20.293880,0.000000
0.1710,20.293880,0.000000
0.1730,20.367350,0.000000
0.1747,20.367350,0.000000
0.1770,20.367350,0.000000
0.1791,20.367350,0.000000
0.1807,20.367350,0.000000
0.1823,20.367350,0.000000
0.1837,20.367350,0.000000
0.1854,20.367350,0.000000
0.1869,20.367350,0.000000
0.1883,20.367350,0.000000
0.1897,20.367350,0.000000
0.1909,20.367350,0.000000
0.1930,20.448980,0.000000
0.1958,20.448980,0.000000
0.1972,20.448980,0.000000
0.1984,20.448980,0.000000
0.1998,20.448980,0.000000
0.2015,20.448980,0.000000
0.2049,20.448980,0.000000
0.2064,20.448980,0.000000
0.2082,20.448980,0.000000
0.2099,20.448980,0.000000
0.2119,20.448980,0.000000
0.2137,20.538770,0.000000
0.2151,20.538770,0.000000
0.2166,20.538770,0.000000
0.2182,20.538770,0.000000
0.2213,20.538770,0.000000
0.2226,20.538770,0.000000
0.2237,20.538770,0.000000
0.2257,20.538770,0.000000
0.2274,20.538770,0.000000
0.2294,20.538770,0.000000
0.2308,20.538770,0.000000
0.2323,20.538770,0.000000
0.2336,20.636730,0.000000
0.2377,20.636730,0.000000
0.2393,20.636730,0.000000
0.2410,20.636730,0.000000
0.2426,20.636730,0.000000
0.2447,20.636730,0.000000
0.2463,20.636730,0.000000
0.2475,20.636730,0.000000
0.2492,20.636730,0.000000
0.2506,20.636730,0.000000
0.2524,20.636730,0.000000
0.2547,20.742860,0.000000
0.2559,20.742860,0.000000
